Entry	Gene Names	Function [CC]	Catalytic activity	EC number	gene_name	PubMed_IDs	Merged_Functions	Curated_Functions	Is_Metabolic	GO_MF	GO_BP	MetaCyc_Comment	MetaCyc_Less_Complete
P77690	arnB pmrH yfbE b2253 JW5372	FUNCTION: Catalyzes the conversion of UDP-4-keto-arabinose (UDP-Ara4O) to UDP-4-amino-4-deoxy-L-arabinose (UDP-L-Ara4N). The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides. {ECO:0000269|PubMed:12704196}.	CATALYTIC ACTIVITY: Reaction=UDP-4-amino-4-deoxy-beta-L-arabinose + 2-oxoglutarate = UDP-beta-L-threo-pentopyranos-4-ulose + L-glutamate; Xref=Rhea:RHEA:24710, ChEBI:CHEBI:16810, ChEBI:CHEBI:29985, ChEBI:CHEBI:58708, ChEBI:CHEBI:58710; EC=2.6.1.87; Evidence={ECO:0000269|PubMed:12704196};	2.6.1.87	arnB pmrH yfbE b2253 JW5372							"ArnB is a UDP-L-Ara4O C-4"" transaminase |CITS: | that acts in a pathway which modifies lipid A phosphates with 4-amino-4-deoxy-L-arabinose (L-Ara4N), causing increased resistance to polymyxin |CITS: |. Structural and biochemical characterization of Salmonella typhimurium ArnB has been performed; crystal structures of the enzyme are presented and discussed with respect to catalysis |CITS: |. Expression of arnB is induced by the presence of FeSO4 (which primarily yields oxidized ferric iron in solution); the effect is dependent on the presence of the BasS-BasR two-component system |CITS: |. Fe(III) promotes transcription of the BasR activated arn operon and polymyxin resistance in E. coli K-12 |CITS: |. Chromosomal expression of the Salmonella typhimurium pmrD gene enables E. coli K-12 to induce the BasR activated arn operon and promotes resistance to polymyxin B during growth in a low Mg2+ environment |CITS: | ArnB: ""L-Ara4N (4-amino-4-deoxy-L-arabinose) biosynthesis"" |CITS: | PmrH: ""polymyxin resistance"" Review: |CITS: |"	skip
P77731	allA glxA2 ybbT b0505 JW0493	FUNCTION: Catalyzes the catabolism of the allantoin degradation intermediate (S)-ureidoglycolate, generating urea and glyoxylate. Involved in the anaerobic utilization of allantoin as sole nitrogen source. Reinforces the induction of genes involved in the degradation of allantoin and glyoxylate by producing glyoxylate. {ECO:0000255|HAMAP-Rule:MF_00616, ECO:0000269|PubMed:10601204, ECO:0000269|PubMed:24107613}.	CATALYTIC ACTIVITY: Reaction=(S)-ureidoglycolate = urea + glyoxylate; Xref=Rhea:RHEA:11304, ChEBI:CHEBI:16199, ChEBI:CHEBI:36655, ChEBI:CHEBI:57296; EC=4.3.2.3; Evidence={ECO:0000255|HAMAP-Rule:MF_00616, ECO:0000269|PubMed:24107613};	4.3.2.3	allA glxA2 ybbT b0505 JW0493							Ureidoglycolate lyase catalyzes the conversion of ureidoglycolate to glyoxylate and urea |CITS: |. E. coli is able to utilize allantoin as a sole source of nitrogen under anaerobic conditions, but can not utilize it as a sole source of carbon. An allA mutant is not impaired in the utilization of allantoin |CITS: |. Ureidoglycolate lyase activity is slightly induced by growth on allantoin as the sole source of nitrogen |CITS: |. Transcription of allA is induced by growth on glyoxylate |CITS: |.	skip
P77733	focB b2492 JW2477	FUNCTION: Involved in the bidirectional transport of formate during mixed-acid fermentation. {ECO:0000269|PubMed:30247527}.	CATALYTIC ACTIVITY: Reaction=formate(in) = formate(out); Xref=Rhea:RHEA:29679, ChEBI:CHEBI:15740; Evidence={ECO:0000269|PubMed:30247527};		focB b2492 JW2477							"focB is located in an operon (hyfABCDEFGHIR-focB) with genes encoding a putative hydrogenase complex; the FocB protein contains 6 predicted membrane helices and has 50% sequence identity with the formate channel |FRAME: CPLX0-7843 ""FocA""|; FocB is predicted to import formate for use in a formate hydrogenlyase pathway involving the hyf encoded hydrogenase |CITS: |. FocB activity and the direction of formate translocation is affected by electron donor identity and external pH; in the absence of |FRAME: CPLX0-7843 ""FocA""| and FocB an unidentifed system serves to transport formate |CITS: |. FocB is a member of the FNT family of formate and nitrite transporters |CITS: |."	skip
P77735	yajO b0419 JW0409	FUNCTION: Catalyzes the conversion of ribulose 5-phosphate (Ru5P) to 1-deoxy-D-xylulose 5-phosphate (DXP), providing a direct route from pentoses to terpenes. May play a role in biosynthesis of DXP under conditions of thiamine starvation. {ECO:0000269|PubMed:25326299}.	CATALYTIC ACTIVITY: Reaction=D-ribulose 5-phosphate + AH2 = 1-deoxy-D-xylulose 5-phosphate + A + H2O; Xref=Rhea:RHEA:56944, ChEBI:CHEBI:13193, ChEBI:CHEBI:15377, ChEBI:CHEBI:17499, ChEBI:CHEBI:57792, ChEBI:CHEBI:58121; Evidence={ECO:0000269|PubMed:25326299};	1.1.-.-	yajO b0419 JW0409							YajO is able to synthesize 1-deoxy-D-xylulose 5-phosphate (DXP) from ribulose 5-phosphate, providing a novel route from a pentose phosphate to DXP |CITS: |. Overexpression of YajO from a multicopy plasmid leads to resistance to the 4-amino-2-methyl-5-hydroxymethylpyrimidine (HMP) analog bacimethrin. The resistance mechanism is undetermined, but does not involve biosynthesis of HMP |CITS: |; increased synthesis of DXP, a precursor of thiamine, is one of the possibilities |CITS: |. YajO is similar to the AKR7 family of aldo-keto reductases. Purified YajO showed 2-carboxybenzaldehyde reductase activity, but not methylglyoxal reductase activity |CITS: |. Growth of a yajO gloA double mutant is inhibited by 0.3 mM methylglyoxal, but expression of yajO is not increased in response to methylglyoxal |CITS: |. Overexpression of yajO from a plasmid supports cell viability in the absence of the essential dxs-encoded |FRAME: DXS-MONOMER| |CITS: |. Review: |CITS: |	skip
P77737	oppF b1247 JW1239	FUNCTION: Part of the ABC transporter complex OppABCDF involved in the uptake of oligopeptides and of the ABC transporter complex MppA-OppBCDF involved in the uptake of the cell wall murein tripeptide L-alanyl-gamma-D-glutamyl-meso-diaminopimelate (PubMed:9495761). Probably responsible for energy coupling to the transport system (Probable). Plays an important nutritional role and is involved in the recycling of cell wall peptides (PubMed:9495761). {ECO:0000269|PubMed:9495761, ECO:0000305}.	CATALYTIC ACTIVITY: Reaction=a [peptide](out) + ATP + H2O = a [peptide](in) + ADP + phosphate + H(+); Xref=Rhea:RHEA:78459, Rhea:RHEA-COMP:19083, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:33710, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=7.4.2.6; Evidence={ECO:0000305|PubMed:9495761}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:78460; Evidence={ECO:0000305|PubMed:9495761}; CATALYTIC ACTIVITY: Reaction=L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate(out) + ATP + H2O = L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate(in) + ADP + phosphate + H(+); Xref=Rhea:RHEA:29763, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:61401, ChEBI:CHEBI:456216; Evidence={ECO:0000305|PubMed:9495761}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:29764; Evidence={ECO:0000305|PubMed:9495761};	7.4.2.6	oppF b1247 JW1239							OppF is one of two predicted ATP-binding subunits of a high affinity uptake system for oligopeptides (with preference for tripeptides - including murein tripeptides* - and tetrapeptides); OppF contains signature motifs conserved in ATP-binding cassette (ABC) domains |CITS: |. * uptake of murein tripeptide requires the periplasmic murein tripeptide binding protein, MppA	skip
P77743	prpR yahP b0330 JW0322	FUNCTION: Involved in the transcriptional regulation of the propionate catabolism operon.			prpR yahP b0330 JW0322								skip
P77747	ompN ynaG b1377 JW1371	FUNCTION: Forms pores that allow passive diffusion of small molecules across the outer membrane (By similarity). Non-specific porin. {ECO:0000250}.			ompN ynaG b1377 JW1371							Though under typical laboratory growth conditions OmpN is not highly expressed, when overexpressed it operates as a porin with single-channel conductance properties similar to those of OmpC |CITS: |. OmpN abundance is regulated by |FRAME: TKE8-RNA|.	skip
P77757	arnC pmrF yfbF b2254 JW2248	FUNCTION: Catalyzes the transfer of 4-deoxy-4-formamido-L-arabinose from UDP to undecaprenyl phosphate. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides. {ECO:0000269|PubMed:11706007}.	CATALYTIC ACTIVITY: Reaction=UDP-4-deoxy-4-formamido-beta-L-arabinose + di-trans,octa-cis-undecaprenyl phosphate = 4-deoxy-4-formamido-alpha-L-arabinopyranosyl di-trans,octa-cis-undecaprenyl phosphate + UDP; Xref=Rhea:RHEA:27722, ChEBI:CHEBI:58223, ChEBI:CHEBI:58709, ChEBI:CHEBI:58909, ChEBI:CHEBI:60392; EC=2.4.2.53; Evidence={ECO:0000269|PubMed:15695810};	2.4.2.53	arnC pmrF yfbF b2254 JW2248							"ArnC is an undecaprenyl transferase that acts in a pathway which modifies lipid A phosphates with 4-amino-4-deoxy-L-arabinose (L-Ara4N), causing increased resistance to polymyxin |CITS: |. ArnC is an inner membrane protein with two predicted transmembrane domains; the C terminus is located in the cytoplasm |CITS: |. ArnC selectively converts uridine 5'-diphospho-β-(4-deoxy-4-formamido-L-arabinose) (UDP-L-Ara4FN), but not uridine 5'-diphospho-β-(4-amino-4-deoxy-L-arabinose) (UDP-L-Ara4N), to lipid product |CITS: |. ArnC: ""L-Ara4N (4-amino-4-deoxy-L-arabinose) biosynthesis"" |CITS: | PmrF: ""polymyxin resistance"" Review: |CITS: |"	skip
P77783	ynfF b1588 JW5260	FUNCTION: Terminal reductase during anaerobic growth on various sulfoxide and N-oxide compounds. {ECO:0000250}.		1.8.99.-	ynfF b1588 JW5260							YnfF has been implicated as a Tat-dependent selenate reductase enzyme in E.coli. A ynfEF double null mutant is unable to reduce selenate to elemental selenium |CITS:|. The disruption is specific to the initial selenate reduction process since selenium production is restored when selenite is added to the growth medium |CITS:|. Production of either YnfE or YnfF from a plasmid restored the ability of the E. coli ynfEF double mutant to reduce selenate to selenium in vivo |CITS:|. YnfF is highly similar to DmsA, the catalytic subunit of the dimethyl sulfoxide reductase heterotrimer, and cross-reacts with an anti-DmsA antibody. The protein is poorly expressed. When expressed together with DmsB and DmsC in a plasmid expression system, YnfF can form a complex with DmsB and DmsC, but the chimeric enzyme does not support growth on DMSO |CITS: |. The YnfF signal peptide can direct export through the twin arginine translocation (Tat) pathway and the general secretory pathway (Sec) pathway |CITS: |. YnfF is a predicted molybdoenzyme; deletion of ynfF does not confer a 6-N-hydroxylaminopurine (HAP)-sensitive phenotype |CITS: |.	skip
P77790	ddpX vanX yddT b1488 JW1483	FUNCTION: Catalyzes hydrolysis of the D-alanyl-D-alanine dipeptide. May have a role in cell-wall turnover. {ECO:0000255|HAMAP-Rule:MF_01924, ECO:0000269|PubMed:9751644}.	CATALYTIC ACTIVITY: Reaction=D-alanyl-D-alanine + H2O = 2 D-alanine; Xref=Rhea:RHEA:20661, ChEBI:CHEBI:15377, ChEBI:CHEBI:57416, ChEBI:CHEBI:57822; EC=3.4.13.22; Evidence={ECO:0000255|HAMAP-Rule:MF_01924, ECO:0000269|PubMed:9751644};	3.4.13.22	ddpX vanX yddT b1488 JW1483								skip
P78285	rrrD arrD ybcS b0555 JW0544	FUNCTION: Essential for lysis of bacterial cell wall, by showing cell wall hydrolyzing activity. Exhibits lytic activity against E.coli and S.typhi cell wall substrate. {ECO:0000269|PubMed:17914239}.	CATALYTIC ACTIVITY: Reaction=Hydrolysis of (1->4)-beta-linkages between N-acetylmuramic acid and N-acetyl-D-glucosamine residues in a peptidoglycan and between N-acetyl-D-glucosamine residues in chitodextrins.; EC=3.2.1.17;	3.2.1.17	rrrD arrD ybcS b0555 JW0544							RrrD is an endolysin encoded by the cryptic lambdoid prophage DLP12 |CITS: |. Overexpression of RrrD leads to lysis of the cells |CITS: |. The effect of an rrrD deletion on biofilm formation is dependent on the strain background. An rrrD mutant is impaired in curli-based biofilm formation, which may be an indirect effect due to altered peptidoglycan metabolism |CITS: |. Deletion of the lysis module of DLP12 defective prophage (essD, rrrD, rzpD/rzoD) induces an hypervesiculation phenotype (possibly due to an excess of PG fragments in the periplasmic space); expression of the module is sensitive to environmental stress factors (low temperature, high osmolarity and acidic pH) |CITS: |.	skip
P80644	ssuE ycbP b0937 JW0920	FUNCTION: Catalyzes an NADPH-dependent reduction of FMN, but is also able to reduce FAD or riboflavin.	CATALYTIC ACTIVITY: Reaction=FMNH2 + NADP(+) = FMN + NADPH + 2 H(+); Xref=Rhea:RHEA:21624, ChEBI:CHEBI:15378, ChEBI:CHEBI:57618, ChEBI:CHEBI:57783, ChEBI:CHEBI:58210, ChEBI:CHEBI:58349; EC=1.5.1.38;	1.5.1.38	ssuE ycbP b0937 JW0920							"The SsuE protein is an NAD(P)H-dependent FMN reductase that provides FMNH2 for SsuD, an FMNH2-dependent monooxygenase |CITS: |. FMN is the preferred flavin substrate of SsuE, but the enzyme is also active with FAD and riboflavin |CITS: |. Rapid reaction kinetic analysis was performed to investigate the reductive half-reaction by SsuE |CITS: |. The presence of SsuD and the octanesulfonate substrate changes the kinetics of FMN reduction catalyzed by SsuE |CITS: |. Further studies showed the formation of a stable complex between SsuD and SsuE, which changes the flavin environment of FMN-bound SsuE |CITS: |. These results support a model for direct transfer of the reduced flavin from SsuE to SsuD. SsuE belongs to the flavodoxin-like superfamily. Crystal structures of SsuE in the apo, FMN-bound, and FMNH2-bound forms have been solved |CITS: |. SsuE forms a dimer of dimers in the crystal structure; in solution, the protein is in a dimer-tetramer equilibrium that depends on the presence of FMN. A general catalytic cycle involving FMN binding before NADPH was proposed |CITS: |, thus revising the catalytic mechanism proposed earlier |CITS: |. Expression of SsuE appears to be induced by sulfate or cysteine starvation |CITS: |. Transcription of ssuE is repressed by sulfate or cysteine, and the effect requires the transcriptional regulator Cbl |CITS: |. APS may serve as the signaling molecule to regulate activity of Cbl |CITS: |. SsuE: ""sulfonate-sulfur utilization"" |CITS: | Reviews: |CITS: |"	skip
Q2EES9	torI b4501 JW5387	FUNCTION: Transcription inhibitory protein for the torCAD operon. Also acts as an excisionase and plays an essential role in the defective prophage CPS53 excision. {ECO:0000269|PubMed:15197250, ECO:0000269|PubMed:16079126}.			torI b4501 JW5387								skip
Q46799	xdhA ygeS b2866 JW5462	FUNCTION: Presumed to be a dehydrogenase, but possibly an oxidase. Participates in limited purine salvage (requires aspartate) but does not support aerobic growth on purines as the sole carbon source (purine catabolism). Deletion results in increased adenine sensitivity, suggesting that this protein contributes to the conversion of adenine to guanine nucleotides during purine salvage. {ECO:0000269|PubMed:10986234}.	CATALYTIC ACTIVITY: Reaction=xanthine + NAD(+) + H2O = urate + NADH + H(+); Xref=Rhea:RHEA:16669, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:17712, ChEBI:CHEBI:17775, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.17.1.4; CATALYTIC ACTIVITY: Reaction=hypoxanthine + NAD(+) + H2O = xanthine + NADH + H(+); Xref=Rhea:RHEA:24670, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:17368, ChEBI:CHEBI:17712, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.17.1.4;	1.17.1.4	xdhA ygeS b2866 JW5462							XdhA has similarity to the molybdenum cofactor-containing domains of Drosophila melanogaster xanthine dehydrogenase and Desulfovibrio gigas aldehyde oxidoreductase |CITS: |. An xdhA mutant exhibits a defect in an indirect assay of xanthine dehydrogenase activity and exhibits sensitivity to adenine, which is indicative of a defect in purine salvage |CITS: |. The mutant exhibits more rapid growth than wild type utilizing aspartate as the source of nitrogen and growth under these conditions is stimulated by hypoxanthine |CITS: |. The mutant shows wild-type growth utilizing abundant ammonia as the nitrogen source |CITS: |.	skip
Q46800	xdhB ygeT b2867 JW2835	FUNCTION: Presumed to be a dehydrogenase, but possibly an oxidase. Participates in limited purine salvage (requires aspartate) but does not support aerobic growth on purines as the sole carbon source (purine catabolism).	CATALYTIC ACTIVITY: Reaction=xanthine + NAD(+) + H2O = urate + NADH + H(+); Xref=Rhea:RHEA:16669, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:17712, ChEBI:CHEBI:17775, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.17.1.4; CATALYTIC ACTIVITY: Reaction=hypoxanthine + NAD(+) + H2O = xanthine + NADH + H(+); Xref=Rhea:RHEA:24670, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:17368, ChEBI:CHEBI:17712, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.17.1.4;	1.17.1.4	xdhB ygeT b2867 JW2835							XdhB has similarity to YagS |CITS: |. XdhB has similarity to the FAD-binding domain of Drosophila melanogaster xanthine dehydrogenase |CITS: |.	skip
Q46817	ghxQ ygfQ ygfR b4464 JW5467	FUNCTION: High-affinity transporter for guanine and hypoxanthine. {ECO:0000269|PubMed:24214977}.			ghxQ ygfQ ygfR b4464 JW5467							GhxQ mediates the uptake of guanine and hypoxanthine (but not adenine, xanthine, uric acid nor uracil) when overexpressed in strains (ΔyjcD or ΔpurP) which lack significant background activity; GhxQ transports guanine and hypoxanthine with high affinity |CITS: |. GhxQ is a member of the nucleobase:cation symporter 2 (NCS2) family of transporters |CITS: |. GhxQ is part of a putative purine catablic operon |CITS: |. Expression of ghxQ is significantly induced under acidic growth conditions (pH 5.5 and 4.5) |CITS: |. ghxQ: guanine / hypoxanthine permease Q	skip
Q46829	bglA bglD yqfC b2901 JW2869	FUNCTION: Catalyzes the hydrolysis of phosphorylated beta-glucosides into glucose-6-phosphate (G-6-P) and aglycone. It has a high affinity for phosphorylated aromatic beta-glucosides (p-nitrophenyl-beta-glucoside, phenyl beta-glucoside, arbutin), with the exception of phosphorylated salicin, and a low affinity for phosphorylated beta-methyl-glucoside. Apparently, it has only a very limited role in the utilization of external beta-glucosides. {ECO:0000269|PubMed:4576407}.	CATALYTIC ACTIVITY: Reaction=6-phospho-beta-D-glucosyl-(1->4)-D-glucose + H2O = D-glucose 6-phosphate + D-glucose; Xref=Rhea:RHEA:10772, ChEBI:CHEBI:4167, ChEBI:CHEBI:15377, ChEBI:CHEBI:58312, ChEBI:CHEBI:61548; EC=3.2.1.86;	3.2.1.86	bglA bglD yqfC b2901 JW2869							BglA is a 6-phospho-β-glucosidase with a high affinity for phosphorylated aromatic β-glucosides and a low affinity for phosphorylated β-methyl-glucoside |CITS: |. BglA is one of several 6-phospho-β-glucosidases in E. coli; transporters for these compounds are present, but appear to be not expressed. Because its potential phosphorylated substrates are not commercially available, the true substrate range of BglA is unknown. Mutants that are able to utilize β-methyl-glucoside as the source of carbon and energy have increased levels of 6-phospho-β-glucosidase |CITS: |. A crystal structure of BglA has been solved at 2.3 Å resolution. BglA likely forms a homomultimer and has an 8-strand alpha/beta TIM barrel structure |CITS: |.	skip
Q46855	yqhC b3010 JW5849	FUNCTION: Transcriptional regulator that positively regulates the expression of the yqhD-dkgA operon (PubMed:20543070, PubMed:20676725, PubMed:34248896). Acts by binding directly to the promoter region of yqhD (PubMed:20543070). {ECO:0000269|PubMed:20543070, ECO:0000269|PubMed:20676725, ECO:0000269|PubMed:34248896}.			yqhC b3010 JW5849								skip
Q46916	gudP ygcZ b2789 JW2760	FUNCTION: Probably involved in the uptake of galactarate and/or D-glucarate (Probable). May also transport D-glycerate (Probable). {ECO:0000305|PubMed:10762278, ECO:0000305|PubMed:9772162}.	CATALYTIC ACTIVITY: Reaction=galactarate(in) + H(+)(in) = galactarate(out) + H(+)(out); Xref=Rhea:RHEA:28478, ChEBI:CHEBI:15378, ChEBI:CHEBI:16537; Evidence={ECO:0000305|PubMed:10762278, ECO:0000305|PubMed:9772162}; CATALYTIC ACTIVITY: Reaction=D-glucarate(in) + H(+)(in) = D-glucarate(out) + H(+)(out); Xref=Rhea:RHEA:28474, ChEBI:CHEBI:15378, ChEBI:CHEBI:30612; Evidence={ECO:0000305|PubMed:10762278, ECO:0000305|PubMed:9772162}; CATALYTIC ACTIVITY: Reaction=(R)-glycerate(in) + H(+)(in) = (R)-glycerate(out) + H(+)(out); Xref=Rhea:RHEA:70927, ChEBI:CHEBI:15378, ChEBI:CHEBI:16659; Evidence={ECO:0000305|PubMed:10762278};		gudP ygcZ b2789 JW2760							GudP is a putative substrate:proton symporter which is implicated in uptake of the diacid sugars, galactarate and D-glucarate gudP encodes a potential D-glucarate or galactarate transporter; it is located in an operon with gudD, encoding a D-glucarate dehydratase and gudX, encoding a 'glucarate dehydratase-related protein' |CITS: |. A Φ(gudP-lacZ) transcriptional fusion is induced in cultures grown in the presence of galactarate, D-glucarate or D-glycerate |CITS: |. In the Transporter Classification Database GudP is a member of the Anion:Cation Symporter (ACS) Family within the Major Facilitator Superfamily (MFS) |CITS: |. The genes encoding enzymes involved in D-glucarate and galactarate metabolism are organized in three transcriptional units |CITS: |; during aerobic growth with galactarate, D-glucarate or D-glycerate expression of these genes is coordinately regulated by the transcription factor CdaR |CITS: |.	skip
Q47140	hcaF digB hcaA2 hcaB phdC2 yfhV b2539 JW2523	FUNCTION: Part of the multicomponent 3-phenylpropionate dioxygenase. Converts 3-phenylpropionic acid (PP) and cinnamic acid (CI) into 3-phenylpropionate-dihydrodiol (PP-dihydrodiol) and cinnamic acid-dihydrodiol (CI-dihydrodiol), respectively. {ECO:0000269|PubMed:9603882}.	CATALYTIC ACTIVITY: Reaction=3-phenylpropanoate + NADH + O2 + H(+) = 3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate + NAD(+); Xref=Rhea:RHEA:20357, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:51057, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945, ChEBI:CHEBI:60087; EC=1.14.12.19; CATALYTIC ACTIVITY: Reaction=(E)-cinnamate + NADH + O2 + H(+) = (2E)-3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)prop-2-enoate + NAD(+); Xref=Rhea:RHEA:25058, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:15669, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945, ChEBI:CHEBI:61451; EC=1.14.12.19;	1.14.12.19	hcaF digB hcaA2 hcaB phdC2 yfhV b2539 JW2523							"Based on sequence similarity, HcaF is thought to encode the small terminal subunit of the 3-phenylpropionate dioxygenase system |CITS: |. 3-phenylpropionate dioxygenase has not been biochemically characterized. E. coli is able to utilize certain aromatic acids as carbon and energy sources. A meta-cleavage pathway involving HcaF is used for the catabolism of 3-phenylpropionate |CITS: |. HcaF: ""hydroxycinnamic acid"" |CITS: |"	skip
Q47141	hcaR phdR yfhT b2537 JW2521	FUNCTION: Transcriptional activator of the hca operon for 3-phenylpropionic acid catabolism.			hcaR phdR yfhT b2537 JW2521								skip
Q47157	yafO b0233 JW0223	FUNCTION: Toxic component of a type II toxin-antitoxin (TA) system. A translation-dependent mRNA interferase. Overexpression causes cessation of cell growth and inhibits cell proliferation via inhibition of translation; this blockage is overcome by subsequent expression of antitoxin YafN. Overexpression causes cleavage of a number of mRNAs in a ribosome-dependent fashion. YafO binding to the 50S ribosomal subunit in the translation complex induces mRNA cleavage 3' to the region protected by the ribosome; YafO alone is not able to digest mRNA. {ECO:0000269|PubMed:19617347, ECO:0000269|PubMed:19943910}.		3.1.-.-	yafO b0233 JW0223								skip
Q47538	tauB ssiB yaiQ b0366 JW0358	FUNCTION: Part of the ABC transporter complex TauABC involved in taurine import. Responsible for energy coupling to the transport system. {ECO:0000255|HAMAP-Rule:MF_01714, ECO:0000269|PubMed:10781534, ECO:0000269|PubMed:8808933}.	CATALYTIC ACTIVITY: Reaction=taurine(out) + ATP + H2O = taurine(in) + ADP + phosphate + H(+); Xref=Rhea:RHEA:14613, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216, ChEBI:CHEBI:507393; EC=7.6.2.7; Evidence={ECO:0000255|HAMAP-Rule:MF_01714};	7.6.2.7	tauB ssiB yaiQ b0366 JW0358							TauB is the predicted ATP-binding subunit of a taurine uptake system; TauB contains sequence motifs conserved in ATP-binding cassette (ABC) proteins |CITS: |. tauBC in-frame deletion mutants are unable to grow with taurine as a sulfur source and show reduced growth with decanesulfonate as a sulfur source |CITS: |.	skip
Q47690	mmuM yagD b0261 JW0253	FUNCTION: Catalyzes methyl transfer from S-methylmethionine or S-adenosylmethionine (less efficient) to homocysteine, selenohomocysteine and less efficiently selenocysteine. {ECO:0000269|PubMed:9882684}.	CATALYTIC ACTIVITY: Reaction=S-methyl-L-methionine + L-homocysteine = 2 L-methionine + H(+); Xref=Rhea:RHEA:26337, ChEBI:CHEBI:15378, ChEBI:CHEBI:57844, ChEBI:CHEBI:58199, ChEBI:CHEBI:58252; EC=2.1.1.10;	2.1.1.10	mmuM yagD b0261 JW0253							"MmuM is an S-methylmethionine:homocysteine methyltransferase |CITS: | involved in S-methylmethionine utilization |CITS: |. It can also be thought of as a third methionine synthase enzyme in addition to |FRAME: HOMOCYSMET-MONOMER MetE| and |FRAME: HOMOCYSMETB12-MONOMER MetH|. Although activity of the enzyme using S-adenosylmethionine (SAM) as the methyl donor has been measured in vitro, SAM likely can not serve as an effective substrate in vivo |CITS: |. However, when provided with a heterologous SAM transporter, a metK mutant can utilize externally provided SAM, which includes the non-physiological enantiomer (R)-SAM, as methyl donor, apparently by MmuM-catalyzed methylation of homocysteine |CITS: |. Crystal structures of MmuM have been solved. The protein is monomeric in solution and forms a compact globular (α/β)8 TIM barrel |CITS: |. In the metallated form, Cys229, Cys295 and Cys296 coordinate a zinc ion, which appears to play both structural and catalytic roles. Site-directed mutagenesis of Tyr71, which is located near the metal binding site, has confirmed its role in catalysis. Substrate binding and specificity has been modeled; while (S,S)-SAM is predicted to bind to MmuM, the orientation of the S-methyl group suggests that it cannot serve as a methyl donor |CITS: |. MmuM abundance is decreased in the presence of methionine, but not S-methylmethionine |CITS: |. Unlike a metE metH double mutant, a mmuM metE metH triple mutant is unable to utilize S-methylmethionine as a source of methionine for growth |CITS: |. Overproduction of MmuM leads to some selenium tolerance in the presence of S-methylmethionine in the medium |CITS: |. MmuM: ""S-methylmethionine utilization"" |CITS: |"	skip
A0A1V1IFM5	gsk-4 gsk	FUNCTION: Catalyzes the phosphorylation of guanosine and inosine to GMP and IMP, respectively. {ECO:0000256|HAMAP-Rule:MF_02246}.	CATALYTIC ACTIVITY: Reaction=guanosine + ATP = GMP + ADP + H(+); Xref=Rhea:RHEA:27710, ChEBI:CHEBI:15378, ChEBI:CHEBI:16750, ChEBI:CHEBI:30616, ChEBI:CHEBI:58115, ChEBI:CHEBI:456216; EC=2.7.1.73; Evidence={ECO:0000256|HAMAP-Rule:MF_02246}; CATALYTIC ACTIVITY: Reaction=inosine + ATP = IMP + ADP + H(+); Xref=Rhea:RHEA:21140, ChEBI:CHEBI:15378, ChEBI:CHEBI:17596, ChEBI:CHEBI:30616, ChEBI:CHEBI:58053, ChEBI:CHEBI:456216; EC=2.7.1.73; Evidence={ECO:0000256|HAMAP-Rule:MF_02246};	2.7.1.73	gsk-4 gsk								skip
